kanaele;filterpapier;zeit_filterpapier;co60;zeit_co60;ba133;zeit_ba133;background;zeit_background
8583;0;;0;;0;;6;
8584;0;;0;;0;;6;
8585;1;;0;;0;;4;
8586;0;;0;;0;;2;
8587;0;;0;;0;;7;
8588;0;;0;;0;;3;
8589;2;;0;;0;;4;
8590;0;;0;;0;;5;
8591;2;;0;;0;;2;
8592;2;;0;;0;;2;
8593;0;;0;;0;;4;
8594;2;;0;;0;;7;
8595;2;;0;;0;;4;
8596;1;;0;;0;;2;
8597;2;;0;;0;;1;
8598;1;;0;;0;;5;
8599;0;;1;;0;;5;
8600;0;;0;;0;;3;
8601;1;;0;;0;;4;
8602;1;;0;;0;;4;
8603;1;;0;;0;;4;
8604;2;;0;;0;;5;
8605;0;;0;;0;;2;
8606;0;;0;;0;;1;
8607;2;;1;;0;;0;
8608;1;;1;;1;;3;
8609;0;;0;;0;;3;
8610;0;;0;;0;;5;
8611;1;;1;;0;;5;
8612;1;;0;;0;;5;
8613;0;;0;;0;;5;
8614;0;;0;;0;;2;
8615;0;;0;;0;;3;
8616;1;;0;;0;;3;
8617;2;;0;;0;;2;
8618;0;;0;;0;;3;
8619;1;;0;;0;;3;
8620;0;;0;;0;;5;
8621;0;;0;;0;;4;
8622;3;;0;;0;;3;
8623;1;;0;;0;;4;
8624;0;;0;;0;;1;
8625;1;;0;;0;;6;
8626;0;;0;;0;;6;
8627;0;;0;;0;;7;
8628;0;;0;;0;;6;
8629;0;;0;;0;;4;
8630;0;;0;;1;;7;
8631;0;;0;;0;;7;
8632;1;;0;;0;;3;
8633;0;;0;;0;;4;
8634;0;;0;;0;;6;
8635;0;;0;;0;;3;
8636;0;;0;;0;;3;
8637;2;;0;;0;;5;
8638;1;;0;;0;;4;
8639;1;;0;;0;;2;
8640;0;;0;;0;;3;
8641;1;;0;;0;;5;
8642;3;;0;;0;;4;
8643;1;;0;;0;;4;
8644;0;;0;;0;;7;
8645;1;;0;;0;;4;
8646;0;;0;;0;;3;
8647;1;;0;;0;;2;
8648;1;;1;;0;;7;
8649;2;;0;;0;;4;
8650;3;;0;;0;;4;
8651;2;;0;;0;;2;
8652;0;;0;;1;;2;
8653;1;;0;;0;;3;
8654;0;;0;;0;;2;
8655;0;;0;;0;;3;
8656;1;;0;;0;;2;
8657;1;;0;;0;;3;
8658;0;;0;;0;;3;
8659;1;;0;;0;;6;
8660;0;;0;;0;;2;
8661;0;;0;;0;;2;
8662;2;;0;;1;;1;
8663;3;;0;;0;;3;
8664;1;;0;;0;;5;
8665;0;;0;;0;;5;
8666;3;;0;;0;;6;
8667;0;;0;;0;;4;
8668;0;;1;;0;;3;
8669;1;;0;;0;;4;
8670;2;;0;;0;;4;
8671;3;;0;;0;;2;
8672;0;;0;;0;;4;
8673;0;;0;;0;;3;
8674;1;;0;;0;;1;
8675;2;;0;;0;;3;
8676;2;;0;;0;;2;
8677;0;;0;;0;;3;
8678;1;;0;;1;;3;
8679;1;;0;;0;;4;
8680;2;;0;;0;;2;
8681;1;;0;;0;;8;
8682;1;;0;;0;;2;
8683;0;;0;;0;;3;
8684;1;;0;;0;;3;
8685;0;;0;;0;;2;
8686;1;;0;;0;;5;
8687;1;;0;;0;;1;
8688;1;;0;;0;;3;
8689;0;;0;;0;;6;
8690;0;;0;;0;;2;
8691;0;;0;;0;;2;
8692;0;;0;;0;;2;
8693;1;;0;;0;;3;
8694;2;;0;;1;;5;
8695;0;;1;;1;;3;
8696;2;;0;;0;;3;
8697;0;;1;;0;;3;
8698;0;;0;;0;;2;
8699;1;;0;;0;;5;
8700;0;;0;;0;;3;
8701;0;;0;;0;;7;
8702;1;;0;;0;;3;
8703;0;;0;;0;;5;
8704;1;;0;;0;;1;
8705;1;;0;;0;;1;
8706;1;;0;;0;;7;
8707;0;;0;;0;;6;
8708;2;;0;;0;;0;
8709;0;;1;;0;;1;
8710;0;;0;;0;;4;
8711;1;;0;;0;;4;
8712;1;;0;;0;;6;
8713;1;;0;;0;;3;
8714;2;;0;;0;;4;
8715;1;;0;;0;;5;
8716;0;;0;;0;;1;
8717;1;;0;;0;;0;
8718;1;;0;;0;;1;
8719;0;;0;;0;;2;
8720;1;;1;;0;;1;
8721;0;;0;;0;;4;
8722;0;;0;;0;;5;
8723;1;;0;;0;;5;
8724;1;;0;;0;;3;
8725;1;;0;;1;;1;
8726;0;;1;;1;;2;
8727;2;;0;;0;;2;
8728;0;;0;;0;;3;
8729;0;;0;;0;;6;
8730;0;;0;;0;;4;
8731;0;;0;;0;;3;
8732;1;;0;;0;;2;
8733;2;;0;;0;;6;
8734;0;;0;;0;;3;
8735;0;;0;;0;;1;
8736;1;;0;;0;;2;
8737;1;;0;;1;;2;
8738;0;;0;;0;;3;
8739;1;;0;;1;;5;
8740;0;;0;;0;;4;
8741;1;;0;;1;;4;
8742;0;;0;;0;;4;
8743;1;;0;;0;;3;
8744;1;;0;;0;;5;
8745;0;;0;;0;;2;
8746;1;;0;;0;;1;
8747;3;;0;;0;;2;
8748;0;;0;;0;;2;
8749;1;;1;;0;;6;
8750;0;;0;;0;;4;
8751;1;;0;;0;;2;
8752;3;;0;;0;;4;
8753;0;;0;;0;;2;
8754;0;;0;;0;;3;
8755;1;;0;;1;;3;
8756;0;;0;;0;;3;
8757;0;;0;;1;;4;
8758;0;;0;;0;;3;
8759;1;;0;;0;;3;
8760;1;;0;;0;;3;
8761;0;;0;;0;;2;
8762;0;;0;;0;;3;
8763;0;;0;;0;;5;
8764;0;;0;;0;;4;
8765;0;;0;;0;;3;
8766;0;;0;;0;;5;
8767;0;;0;;0;;3;
8768;1;;0;;0;;4;
8769;1;;0;;1;;3;
8770;1;;0;;0;;4;
8771;0;;0;;0;;2;
8772;2;;0;;0;;4;
8773;0;;0;;0;;4;
8774;0;;0;;0;;3;
8775;0;;0;;0;;4;
8776;0;;0;;0;;4;
8777;2;;1;;0;;2;
8778;0;;0;;0;;5;
8779;1;;0;;0;;3;
8780;1;;0;;0;;5;
8781;1;;0;;0;;5;
8782;1;;0;;0;;3;
8783;1;;0;;0;;5;
8784;0;;0;;0;;6;
8785;2;;0;;0;;5;
8786;1;;0;;0;;6;
8787;0;;0;;0;;3;
8788;1;;1;;0;;3;
8789;0;;0;;0;;5;
8790;1;;0;;1;;4;
8791;1;;0;;0;;0;
8792;1;;1;;0;;5;
8793;0;;0;;0;;2;
8794;1;;0;;0;;1;
8795;0;;0;;1;;1;
8796;0;;0;;0;;3;
8797;1;;0;;0;;2;
8798;1;;0;;0;;3;
8799;3;;0;;0;;2;
8800;1;;0;;0;;2;
8801;1;;0;;0;;4;
8802;3;;0;;0;;2;
8803;1;;0;;1;;3;
8804;1;;0;;0;;5;
8805;1;;0;;0;;4;
8806;0;;0;;0;;2;
8807;0;;0;;0;;4;
8808;4;;0;;0;;2;
8809;0;;0;;0;;6;
8810;1;;0;;0;;4;
8811;1;;0;;0;;1;
8812;0;;0;;0;;4;
8813;1;;0;;0;;4;
8814;3;;1;;0;;0;
8815;0;;0;;0;;2;
8816;1;;0;;0;;3;
8817;2;;0;;0;;3;
8818;0;;1;;0;;2;
8819;0;;0;;0;;3;
8820;0;;0;;0;;2;
8821;0;;0;;0;;2;
8822;0;;0;;0;;2;
8823;0;;0;;0;;2;
8824;1;;0;;0;;4;
8825;1;;0;;0;;4;
8826;0;;0;;0;;1;
8827;1;;1;;0;;3;
8828;0;;0;;0;;3;
8829;2;;0;;0;;3;
8830;2;;0;;0;;4;
8831;2;;0;;1;;0;
8832;2;;0;;0;;3;
8833;1;;0;;0;;0;
8834;0;;0;;0;;4;
8835;0;;0;;0;;4;
8836;0;;0;;0;;3;
8837;0;;0;;0;;3;
8838;0;;0;;0;;2;
8839;1;;0;;0;;4;
8840;1;;0;;0;;4;
8841;1;;0;;0;;2;
8842;1;;1;;0;;7;
8843;1;;0;;0;;5;
8844;0;;0;;0;;4;
8845;1;;0;;0;;5;
8846;0;;1;;0;;3;
8847;1;;0;;0;;2;
8848;0;;0;;0;;2;
8849;2;;0;;0;;4;
8850;0;;0;;0;;5;
8851;0;;0;;1;;3;
8852;0;;0;;0;;5;
8853;1;;0;;0;;4;
8854;0;;0;;0;;2;
8855;2;;0;;0;;2;
8856;1;;0;;0;;8;
8857;0;;1;;0;;9;
8858;0;;0;;0;;2;
8859;1;;0;;0;;3;
8860;1;;0;;0;;2;
8861;1;;1;;0;;2;
8862;1;;0;;0;;3;
8863;1;;0;;0;;2;
8864;1;;0;;0;;4;
8865;0;;0;;0;;8;
8866;1;;0;;0;;4;
8867;0;;0;;0;;4;
8868;1;;0;;0;;4;
8869;1;;0;;0;;4;
8870;2;;1;;0;;4;
8871;1;;0;;0;;1;
8872;0;;0;;0;;6;
8873;0;;0;;0;;4;
8874;1;;0;;0;;2;
8875;0;;0;;0;;5;
8876;0;;0;;0;;6;
8877;0;;0;;0;;5;
8878;1;;0;;0;;3;
8879;1;;0;;0;;5;
8880;0;;0;;0;;4;
8881;0;;1;;0;;3;
8882;0;;0;;0;;5;
8883;0;;0;;0;;5;
8884;0;;0;;0;;4;
8885;1;;0;;0;;3;
8886;0;;0;;0;;4;
8887;0;;0;;0;;5;
8888;0;;0;;0;;3;
8889;1;;0;;0;;1;
8890;1;;0;;0;;7;
8891;2;;0;;0;;6;
8892;1;;0;;0;;3;
8893;0;;0;;0;;3;
8894;1;;0;;0;;5;
8895;2;;0;;0;;3;
8896;0;;0;;0;;5;
8897;1;;0;;0;;6;
8898;1;;0;;0;;3;
8899;0;;0;;0;;2;
8900;0;;0;;0;;3;
8901;2;;0;;0;;4;
8902;1;;0;;0;;6;
8903;0;;0;;0;;3;
8904;0;;0;;0;;3;
8905;2;;0;;0;;3;
8906;1;;0;;0;;2;
8907;0;;0;;0;;7;
8908;0;;0;;1;;6;
8909;0;;0;;0;;7;
8910;3;;0;;0;;2;
8911;1;;0;;0;;5;
8912;0;;0;;0;;6;
8913;0;;0;;0;;0;
8914;0;;0;;0;;3;
8915;2;;0;;0;;5;
8916;0;;0;;0;;4;
8917;1;;0;;0;;4;
8918;2;;0;;0;;3;
8919;2;;0;;0;;5;
8920;2;;0;;0;;6;
8921;1;;0;;0;;4;
8922;0;;0;;0;;3;
8923;0;;0;;0;;3;
8924;1;;0;;0;;4;
8925;1;;1;;0;;4;
8926;1;;0;;0;;5;
8927;1;;0;;0;;5;
8928;0;;0;;0;;1;
8929;2;;0;;0;;3;
8930;1;;0;;0;;5;
8931;3;;0;;0;;6;
8932;0;;0;;0;;4;
8933;1;;0;;0;;2;
8934;0;;0;;0;;1;
8935;1;;1;;0;;2;
8936;0;;0;;0;;4;
8937;0;;0;;0;;4;
8938;0;;0;;0;;3;
8939;0;;0;;0;;6;
8940;1;;0;;0;;3;
8941;0;;0;;0;;4;
8942;0;;0;;0;;4;
8943;1;;0;;0;;2;
8944;1;;0;;0;;4;
8945;0;;0;;0;;2;
8946;1;;0;;0;;1;
8947;0;;0;;0;;4;
8948;1;;0;;0;;2;
8949;0;;0;;0;;5;
8950;0;;0;;0;;3;
8951;1;;0;;0;;1;
8952;1;;0;;0;;3;
8953;1;;1;;0;;3;
8954;2;;0;;0;;6;
8955;0;;1;;0;;5;
8956;2;;0;;0;;1;
8957;1;;0;;0;;4;
8958;0;;0;;0;;4;
8959;1;;1;;0;;2;
8960;0;;0;;0;;2;
8961;2;;0;;0;;3;
8962;1;;0;;0;;3;
8963;2;;0;;0;;2;
8964;4;;0;;0;;2;
8965;2;;0;;0;;4;
8966;0;;0;;0;;2;
8967;1;;0;;1;;5;
8968;2;;0;;0;;5;
8969;2;;0;;0;;4;
8970;2;;0;;0;;1;
8971;1;;0;;0;;4;
8972;1;;0;;0;;3;
8973;1;;0;;0;;4;
8974;3;;0;;0;;4;
8975;0;;0;;0;;4;
8976;0;;0;;0;;4;
8977;0;;0;;0;;4;
8978;0;;0;;0;;2;
8979;0;;0;;0;;1;
8980;1;;1;;0;;1;
8981;1;;0;;0;;3;
8982;1;;0;;0;;4;
8983;0;;0;;0;;4;
8984;0;;0;;0;;6;
8985;0;;0;;0;;4;
8986;0;;0;;0;;6;
8987;0;;0;;0;;5;
8988;0;;0;;0;;6;
8989;1;;0;;0;;2;
8990;1;;0;;0;;2;
8991;0;;1;;0;;9;
8992;1;;0;;0;;3;
8993;0;;0;;0;;1;
8994;0;;0;;0;;4;
8995;1;;0;;0;;2;
8996;0;;0;;0;;3;
8997;1;;0;;0;;2;
8998;1;;0;;0;;3;
8999;0;;1;;0;;5;
9000;1;;0;;0;;4;
9001;0;;0;;0;;1;
9002;0;;0;;0;;2;
9003;1;;0;;0;;3;
9004;1;;0;;0;;3;
9005;0;;0;;0;;4;
9006;0;;0;;0;;5;
9007;1;;1;;0;;4;
9008;2;;0;;0;;5;
9009;1;;0;;1;;3;
9010;1;;0;;0;;3;
9011;0;;0;;0;;4;
9012;2;;1;;1;;3;
9013;0;;0;;0;;2;
9014;0;;0;;0;;1;
9015;1;;0;;0;;4;
9016;1;;1;;0;;4;
9017;0;;0;;0;;4;
9018;1;;0;;0;;6;
9019;1;;0;;1;;6;
9020;2;;0;;0;;5;
9021;2;;0;;0;;5;
9022;0;;1;;0;;5;
9023;0;;0;;0;;3;
9024;2;;0;;0;;2;
9025;1;;0;;0;;2;
9026;1;;1;;0;;2;
9027;0;;0;;0;;4;
9028;1;;0;;0;;3;
9029;1;;0;;0;;5;
9030;1;;0;;0;;4;
9031;1;;0;;0;;4;
9032;0;;0;;0;;3;
9033;2;;0;;0;;3;
9034;2;;0;;0;;2;
9035;0;;0;;0;;1;
9036;1;;0;;0;;5;
9037;0;;0;;0;;2;
9038;0;;0;;0;;2;
9039;0;;0;;0;;4;
9040;0;;0;;0;;3;
9041;1;;1;;0;;5;
9042;0;;0;;0;;3;
9043;2;;0;;0;;2;
9044;1;;0;;0;;2;
9045;0;;0;;0;;2;
9046;0;;0;;0;;4;
9047;0;;0;;0;;4;
9048;0;;0;;0;;2;
9049;0;;0;;0;;4;
9050;0;;0;;0;;6;
9051;1;;0;;0;;1;
9052;1;;0;;0;;2;
9053;5;;0;;0;;2;
9054;0;;0;;0;;4;
9055;0;;0;;0;;3;
9056;0;;0;;0;;3;
9057;2;;1;;0;;5;
9058;0;;0;;0;;2;
9059;1;;0;;0;;3;
9060;1;;0;;0;;3;
9061;1;;0;;0;;2;
9062;0;;0;;0;;1;
9063;1;;0;;0;;5;
9064;2;;0;;0;;4;
9065;1;;0;;0;;5;
9066;2;;0;;0;;5;
9067;2;;0;;0;;3;
9068;1;;0;;0;;7;
9069;0;;0;;0;;3;
9070;0;;0;;0;;3;
9071;0;;0;;0;;4;
9072;1;;0;;0;;4;
9073;1;;1;;0;;2;
9074;1;;0;;0;;2;
9075;2;;0;;0;;2;
9076;0;;0;;0;;2;
9077;2;;0;;0;;3;
9078;2;;0;;0;;2;
9079;1;;0;;0;;3;
9080;0;;0;;0;;2;
9081;0;;0;;0;;3;
9082;0;;0;;0;;4;
9083;2;;0;;0;;3;
9084;2;;0;;0;;5;
9085;1;;0;;0;;4;
9086;0;;0;;0;;3;
9087;0;;0;;0;;3;
9088;1;;0;;0;;8;
9089;0;;0;;0;;4;
9090;0;;0;;0;;5;
9091;1;;0;;0;;2;
9092;0;;0;;0;;2;
9093;0;;0;;0;;6;
9094;3;;0;;0;;5;
9095;1;;0;;0;;0;
9096;1;;0;;0;;2;
9097;1;;0;;0;;3;
9098;0;;0;;0;;0;
9099;1;;0;;0;;3;
9100;1;;0;;0;;2;
9101;2;;0;;0;;4;
9102;0;;0;;0;;5;
9103;2;;0;;0;;5;
9104;0;;0;;0;;6;
9105;0;;0;;0;;4;
9106;2;;1;;0;;2;
9107;1;;1;;0;;5;
9108;0;;0;;0;;4;
9109;2;;0;;0;;6;
9110;1;;0;;0;;5;
9111;0;;0;;0;;2;
9112;1;;0;;0;;4;
9113;1;;0;;0;;2;
9114;0;;0;;0;;4;
9115;0;;0;;0;;5;
9116;0;;1;;0;;4;
9117;0;;0;;0;;5;
9118;1;;0;;0;;1;
9119;0;;0;;0;;3;
9120;1;;0;;0;;2;
9121;2;;0;;0;;5;
9122;0;;0;;0;;5;
9123;0;;0;;0;;2;
9124;0;;0;;0;;3;
9125;1;;0;;0;;2;
9126;2;;0;;0;;1;
9127;2;;0;;0;;2;
9128;3;;0;;0;;3;
9129;1;;0;;0;;4;
9130;1;;0;;1;;4;
9131;1;;0;;0;;5;
9132;1;;0;;0;;4;
9133;0;;0;;0;;3;
9134;0;;0;;0;;2;
9135;1;;0;;0;;7;
9136;0;;0;;0;;2;
9137;0;;1;;0;;5;
9138;0;;0;;0;;1;
9139;0;;0;;0;;3;
9140;2;;0;;0;;1;
9141;1;;0;;0;;4;
9142;0;;0;;0;;2;
9143;0;;0;;0;;2;
9144;0;;0;;0;;2;
9145;1;;0;;0;;5;
9146;0;;0;;0;;3;
9147;1;;0;;0;;3;
9148;0;;0;;0;;7;
9149;2;;1;;0;;7;
9150;2;;0;;0;;5;
9151;1;;0;;0;;3;
9152;1;;0;;0;;5;
9153;0;;0;;0;;5;
9154;0;;0;;0;;2;
9155;1;;1;;0;;3;
9156;0;;1;;0;;3;
9157;0;;0;;0;;0;
9158;0;;0;;0;;3;
9159;1;;0;;0;;6;
9160;3;;0;;0;;7;
9161;0;;0;;0;;4;
9162;1;;0;;0;;3;
9163;1;;0;;0;;4;
9164;1;;0;;0;;3;
9165;2;;0;;0;;4;
9166;0;;0;;0;;2;
9167;1;;0;;0;;4;
9168;1;;0;;0;;4;
9169;1;;0;;0;;5;
9170;0;;0;;0;;4;
9171;1;;0;;0;;5;
9172;1;;0;;0;;2;
9173;1;;0;;0;;2;
9174;1;;0;;0;;3;
9175;1;;0;;0;;3;
9176;2;;0;;0;;6;
9177;2;;0;;0;;0;
9178;1;;0;;0;;1;
9179;0;;0;;0;;1;
9180;2;;1;;1;;3;
9181;2;;0;;0;;3;
9182;0;;0;;0;;3;
9183;1;;0;;1;;3;
9184;1;;0;;0;;3;
9185;1;;1;;0;;1;
9186;1;;0;;0;;3;
9187;0;;0;;0;;3;
9188;0;;1;;0;;4;
9189;1;;0;;0;;6;
9190;0;;0;;0;;8;
9191;0;;0;;0;;7;
9192;1;;0;;0;;6;
9193;0;;0;;0;;1;
9194;0;;0;;0;;2;
9195;1;;1;;0;;2;
9196;1;;0;;0;;3;
9197;1;;0;;0;;4;
9198;1;;0;;0;;3;
9199;0;;1;;0;;3;
9200;0;;0;;0;;4;
9201;1;;0;;0;;5;
9202;0;;0;;0;;4;
9203;0;;0;;0;;4;
9204;0;;0;;0;;5;
9205;1;;0;;0;;3;
9206;1;;0;;1;;3;
9207;0;;0;;0;;1;
9208;0;;0;;0;;4;
9209;0;;0;;0;;2;
9210;1;;0;;0;;3;
9211;0;;0;;0;;5;
9212;2;;0;;0;;7;
9213;1;;1;;0;;3;
9214;1;;1;;0;;5;
9215;2;;0;;1;;3;
9216;1;;0;;0;;3;
9217;0;;0;;0;;5;
9218;0;;0;;0;;2;
9219;1;;0;;0;;4;
9220;3;;0;;0;;1;
9221;2;;0;;0;;6;
9222;0;;0;;0;;5;
9223;0;;0;;0;;4;
9224;0;;0;;0;;3;
9225;0;;0;;0;;5;
9226;1;;0;;0;;4;
9227;0;;0;;0;;2;
9228;1;;0;;0;;4;
9229;1;;0;;0;;5;
9230;0;;0;;0;;5;
9231;0;;0;;0;;5;
9232;0;;0;;0;;4;
9233;1;;0;;0;;5;
9234;1;;0;;0;;4;
9235;0;;0;;0;;4;
9236;2;;0;;0;;1;
9237;2;;1;;0;;4;
9238;0;;0;;0;;3;
9239;0;;0;;0;;3;
9240;1;;0;;0;;1;
9241;1;;0;;0;;5;
9242;0;;0;;1;;1;
9243;0;;0;;0;;1;
9244;0;;0;;0;;2;
9245;1;;0;;0;;2;
9246;1;;0;;0;;2;
9247;0;;0;;0;;3;
9248;1;;0;;0;;3;
9249;0;;0;;0;;6;
9250;0;;0;;0;;3;
9251;0;;0;;0;;3;
9252;0;;0;;0;;4;
9253;1;;0;;0;;2;
9254;0;;0;;1;;4;
9255;0;;0;;0;;3;
9256;0;;0;;0;;5;
9257;1;;0;;0;;3;
9258;1;;0;;0;;2;
9259;0;;0;;0;;0;
9260;0;;0;;0;;4;
9261;0;;0;;0;;4;
9262;1;;0;;0;;1;
9263;2;;0;;0;;3;
9264;0;;0;;0;;1;
9265;1;;0;;0;;6;
9266;1;;1;;0;;9;
9267;0;;0;;0;;7;
9268;0;;0;;0;;4;
9269;1;;0;;0;;2;
9270;0;;0;;0;;4;
9271;2;;0;;0;;6;
9272;1;;0;;0;;3;
9273;0;;0;;0;;4;
9274;2;;0;;0;;4;
9275;1;;0;;0;;4;
9276;0;;0;;0;;2;
9277;1;;0;;0;;5;
9278;1;;0;;0;;3;
9279;0;;0;;0;;2;
9280;1;;0;;0;;4;
9281;0;;0;;0;;1;
9282;0;;0;;0;;2;
9283;0;;0;;0;;1;
9284;1;;0;;1;;2;
9285;0;;0;;0;;4;
9286;1;;0;;0;;5;
9287;2;;0;;0;;4;
9288;0;;0;;0;;2;
9289;0;;0;;0;;3;
9290;0;;0;;0;;6;
9291;1;;1;;0;;5;
9292;1;;0;;0;;4;
9293;0;;0;;0;;6;
9294;0;;0;;0;;7;
9295;0;;0;;0;;5;
9296;1;;0;;0;;2;
9297;0;;0;;0;;3;
9298;1;;1;;0;;4;
9299;2;;0;;0;;2;
9300;0;;0;;0;;5;
9301;0;;0;;0;;1;
9302;1;;0;;0;;4;
9303;0;;0;;0;;4;
9304;0;;0;;0;;4;
9305;1;;0;;1;;4;
9306;0;;0;;0;;3;
9307;0;;0;;0;;5;
9308;1;;0;;0;;5;
9309;2;;0;;0;;2;
9310;1;;0;;0;;2;
9311;0;;0;;0;;6;
9312;0;;0;;1;;5;
9313;1;;0;;0;;5;
9314;0;;0;;0;;3;
9315;0;;0;;0;;1;
9316;1;;0;;0;;3;
9317;0;;0;;0;;5;
9318;0;;0;;1;;6;
9319;1;;0;;0;;2;
9320;1;;0;;0;;2;
9321;0;;1;;0;;3;
9322;0;;0;;0;;3;
9323;1;;0;;0;;4;
9324;1;;0;;0;;7;
9325;0;;0;;0;;3;
9326;2;;0;;0;;4;
9327;0;;0;;0;;3;
9328;3;;1;;0;;6;
9329;2;;0;;0;;5;
9330;1;;0;;0;;6;
9331;0;;0;;0;;4;
9332;1;;0;;0;;1;
9333;1;;0;;0;;2;
9334;1;;0;;0;;3;
9335;1;;0;;0;;1;
9336;1;;0;;0;;1;
9337;3;;0;;0;;3;
9338;1;;0;;0;;2;
9339;0;;0;;0;;2;
9340;1;;0;;0;;1;
9341;2;;0;;0;;4;
9342;1;;0;;0;;6;
9343;1;;0;;0;;2;
9344;0;;0;;0;;5;
9345;1;;0;;0;;4;
9346;1;;1;;0;;2;
9347;1;;0;;0;;1;
9348;3;;0;;0;;5;
9349;2;;0;;0;;5;
9350;0;;0;;1;;4;
9351;0;;0;;0;;4;
9352;0;;0;;0;;2;
9353;1;;0;;0;;3;
9354;0;;0;;0;;4;
9355;0;;0;;0;;2;
9356;0;;0;;0;;2;
9357;2;;0;;0;;5;
9358;1;;0;;0;;5;
9359;2;;0;;0;;3;
9360;0;;0;;0;;1;
9361;1;;1;;0;;6;
9362;0;;0;;0;;4;
9363;1;;0;;0;;2;
9364;2;;0;;0;;5;
9365;1;;0;;0;;2;
9366;1;;0;;0;;3;
9367;1;;0;;0;;6;
9368;0;;0;;0;;4;
9369;1;;0;;0;;1;
9370;1;;0;;0;;3;
9371;1;;0;;0;;4;
9372;2;;0;;0;;4;
9373;1;;0;;0;;4;
9374;0;;0;;0;;2;
9375;0;;0;;0;;6;
9376;0;;0;;0;;7;
9377;1;;0;;0;;1;
9378;1;;0;;0;;4;
9379;2;;0;;1;;2;
9380;1;;1;;0;;2;
9381;1;;1;;0;;3;
9382;0;;0;;0;;6;
9383;0;;0;;0;;5;
9384;1;;0;;0;;4;
9385;0;;0;;1;;5;
9386;0;;0;;0;;7;
9387;2;;1;;0;;4;
9388;1;;0;;0;;3;
9389;2;;0;;0;;5;
9390;1;;0;;0;;3;
9391;0;;0;;0;;4;
9392;1;;0;;0;;3;
9393;1;;0;;0;;6;
9394;1;;1;;0;;7;
9395;1;;0;;0;;6;
9396;1;;0;;0;;7;
9397;1;;0;;0;;6;
9398;2;;0;;0;;4;
9399;1;;0;;0;;3;
9400;0;;0;;1;;5;
9401;0;;0;;0;;2;
9402;3;;0;;0;;2;
9403;1;;0;;0;;1;
9404;0;;0;;0;;5;
9405;1;;0;;0;;4;
9406;1;;0;;0;;5;
9407;0;;0;;0;;5;
9408;1;;0;;0;;2;
9409;0;;0;;0;;2;
9410;0;;0;;0;;2;
9411;0;;0;;0;;4;
9412;0;;0;;0;;6;
9413;0;;0;;0;;4;
9414;0;;0;;0;;2;
9415;0;;0;;0;;2;
9416;0;;0;;0;;5;
9417;0;;0;;0;;1;
9418;1;;0;;0;;3;
9419;0;;0;;0;;5;
9420;0;;0;;0;;2;
9421;0;;0;;0;;5;
9422;0;;0;;0;;5;
9423;0;;0;;0;;3;
9424;0;;0;;0;;1;
9425;0;;0;;0;;2;
9426;2;;0;;0;;2;
9427;1;;0;;0;;4;
9428;1;;0;;0;;4;
9429;1;;0;;1;;4;
9430;0;;0;;0;;3;
9431;1;;0;;0;;2;
9432;1;;0;;0;;3;
9433;1;;0;;0;;2;
9434;1;;1;;0;;2;
9435;0;;0;;0;;4;
9436;1;;0;;0;;6;
9437;1;;0;;0;;3;
9438;1;;0;;0;;1;
9439;0;;0;;1;;4;
9440;2;;0;;0;;4;
9441;0;;0;;0;;3;
9442;0;;0;;0;;3;
9443;1;;0;;0;;0;
9444;1;;0;;0;;5;
9445;1;;0;;0;;3;
9446;0;;0;;0;;4;
9447;1;;0;;0;;3;
9448;1;;0;;0;;5;
9449;1;;1;;0;;6;
9450;0;;0;;0;;4;
9451;0;;0;;0;;6;
9452;0;;0;;0;;7;
9453;0;;1;;0;;4;
9454;0;;0;;0;;5;
9455;1;;0;;0;;4;
9456;2;;0;;0;;2;
9457;1;;0;;0;;1;
9458;0;;0;;0;;1;
9459;1;;0;;0;;1;
9460;0;;0;;0;;2;
9461;1;;0;;0;;4;
9462;1;;0;;0;;4;
9463;1;;0;;0;;0;
9464;0;;0;;0;;3;
9465;1;;0;;0;;4;
9466;0;;0;;0;;4;
9467;2;;0;;0;;2;
9468;0;;0;;0;;3;
9469;2;;0;;0;;3;
9470;0;;0;;0;;4;
9471;0;;0;;1;;3;
9472;2;;0;;0;;2;
9473;1;;0;;0;;3;
9474;1;;0;;0;;4;
9475;0;;0;;0;;4;
9476;1;;0;;0;;5;
9477;1;;0;;1;;2;
9478;0;;0;;0;;4;
9479;0;;0;;0;;6;
9480;3;;0;;0;;2;
9481;1;;0;;0;;4;
9482;1;;0;;0;;3;
9483;1;;0;;0;;2;
9484;1;;0;;0;;3;
9485;0;;0;;0;;2;
9486;0;;0;;0;;2;
9487;0;;0;;1;;7;
9488;0;;0;;0;;4;
9489;1;;0;;0;;5;
9490;0;;0;;0;;6;
9491;0;;0;;0;;5;
9492;0;;0;;0;;2;
9493;0;;0;;0;;1;
9494;0;;0;;0;;3;
9495;0;;0;;0;;3;
9496;0;;0;;0;;3;
9497;1;;0;;0;;5;
9498;0;;0;;0;;5;
9499;1;;0;;0;;3;
9500;1;;0;;1;;4;
9501;1;;0;;0;;1;
9502;1;;1;;0;;2;
9503;0;;0;;0;;4;
9504;0;;0;;0;;3;
9505;0;;0;;0;;4;
9506;0;;0;;1;;3;
9507;1;;0;;0;;5;
9508;0;;0;;1;;2;
9509;0;;0;;0;;3;
9510;1;;0;;0;;3;
9511;1;;0;;0;;3;
