kanaele;filterpapier;zeit_filterpapier;co60;zeit_co60;ba133;zeit_ba133;background;zeit_background
941;290;;135;;18;;1345;
942;284;;130;;15;;1434;
943;312;;110;;18;;1455;
944;316;;125;;20;;1461;
945;322;;128;;21;;1405;
946;315;;117;;16;;1431;
947;297;;115;;19;;1435;
948;301;;120;;19;;1412;
949;303;;120;;19;;1447;
950;318;;113;;18;;1470;
951;319;;120;;22;;1467;
952;294;;124;;24;;1448;
953;299;;120;;23;;1456;
954;299;;133;;20;;1409;
955;268;;139;;22;;1435;
956;330;;127;;18;;1358;
957;250;;121;;17;;1351;
958;300;;125;;18;;1345;
959;321;;143;;20;;1356;
960;322;;113;;17;;1396;
961;283;;122;;16;;1446;
962;314;;146;;22;;1457;
963;333;;124;;26;;1478;
964;315;;119;;18;;1521;
965;343;;132;;15;;1503;
966;304;;126;;13;;1508;
967;296;;124;;20;;1507;
968;302;;114;;21;;1474;
969;302;;128;;18;;1394;
970;290;;131;;25;;1369;
971;283;;132;;22;;1359;
972;285;;143;;10;;1361;
973;281;;124;;15;;1348;
974;269;;121;;14;;1337;
975;277;;115;;21;;1339;
976;285;;128;;20;;1281;
977;304;;107;;16;;1316;
978;283;;117;;13;;1300;
979;271;;130;;22;;1309;
980;276;;114;;13;;1364;
981;277;;146;;19;;1308;
982;270;;114;;16;;1312;
983;265;;114;;17;;1327;
984;258;;120;;13;;1298;
985;276;;125;;15;;1280;
986;286;;132;;14;;1307;
987;304;;108;;12;;1270;
988;287;;119;;11;;1284;
989;261;;125;;13;;1291;
990;262;;108;;13;;1278;
991;307;;130;;16;;1283;
992;294;;137;;15;;1313;
993;259;;122;;15;;1320;
994;264;;120;;19;;1286;
995;294;;128;;17;;1302;
996;258;;117;;12;;1193;
997;252;;117;;14;;1309;
998;278;;133;;14;;1269;
999;264;;114;;11;;1248;
1000;258;;120;;15;;1257;
1001;289;;122;;17;;1250;
1002;284;;113;;16;;1249;
1003;251;;136;;11;;1251;
1004;256;;120;;9;;1267;
1005;274;;129;;9;;1251;
1006;272;;119;;17;;1259;
1007;248;;112;;15;;1231;
1008;232;;120;;12;;1226;
1009;235;;117;;14;;1215;
1010;261;;117;;12;;1227;
1011;242;;111;;12;;1227;
1012;252;;112;;15;;1207;
1013;269;;116;;15;;1201;
1014;244;;115;;16;;1219;
1015;250;;129;;13;;1169;
1016;243;;117;;14;;1195;
1017;231;;144;;17;;1232;
1018;261;;114;;16;;1200;
1019;257;;110;;11;;1235;
1020;236;;129;;15;;1200;
1021;266;;121;;17;;1176;
1022;246;;108;;15;;1209;
1023;245;;121;;11;;1179;
1024;242;;117;;8;;1212;
1025;241;;128;;11;;1209;
1026;241;;133;;10;;1183;
1027;256;;142;;15;;1159;
1028;261;;120;;13;;1191;
1029;264;;119;;10;;1227;
1030;251;;110;;9;;1223;
1031;275;;103;;9;;1240;
1032;291;;120;;12;;1274;
1033;343;;113;;17;;1292;
1034;405;;121;;14;;1423;
1035;488;;116;;15;;1734;
1036;638;;126;;17;;2047;
1037;671;;139;;22;;2438;
1038;745;;130;;25;;2844;
1039;715;;137;;32;;3340;
1040;655;;155;;33;;3451;
1041;582;;179;;50;;3501;
1042;503;;156;;43;;3166;
1043;395;;164;;41;;2622;
1044;324;;119;;37;;2118;
1045;278;;137;;30;;1779;
1046;239;;151;;28;;1488;
1047;212;;120;;18;;1264;
1048;207;;114;;11;;1140;
1049;227;;103;;14;;1105;
1050;230;;137;;17;;1072;
1051;230;;143;;16;;1048;
1052;213;;136;;12;;1094;
1053;214;;130;;15;;1057;
1054;231;;121;;13;;1048;
1055;219;;115;;11;;1092;
1056;246;;111;;15;;1091;
1057;226;;119;;15;;1070;
1058;228;;125;;9;;1057;
1059;210;;103;;12;;1067;
1060;216;;108;;9;;1033;
1061;211;;125;;19;;1056;
1062;227;;126;;13;;1023;
1063;211;;127;;9;;1074;
1064;213;;132;;9;;1077;
1065;222;;124;;9;;1049;
1066;228;;128;;11;;1050;
1067;210;;107;;14;;1001;
1068;213;;109;;15;;1019;
1069;203;;125;;12;;1052;
1070;207;;123;;11;;1036;
1071;219;;133;;14;;1003;
1072;216;;136;;14;;1048;
1073;222;;139;;13;;1031;
1074;233;;136;;9;;1058;
1075;226;;127;;6;;1065;
1076;219;;120;;9;;1001;
1077;222;;118;;11;;1030;
1078;232;;105;;12;;1022;
1079;233;;122;;7;;996;
1080;218;;126;;14;;1072;
1081;195;;91;;18;;1052;
1082;212;;134;;10;;968;
1083;232;;125;;17;;995;
1084;212;;127;;8;;967;
1085;199;;140;;13;;992;
1086;203;;119;;15;;1068;
1087;207;;125;;13;;1028;
1088;200;;124;;14;;1022;
1089;226;;124;;12;;1032;
1090;227;;126;;13;;1043;
1091;230;;127;;14;;1028;
1092;212;;113;;11;;1019;
1093;200;;112;;13;;973;
1094;209;;110;;11;;991;
1095;214;;121;;10;;1034;
1096;190;;132;;14;;975;
1097;207;;118;;17;;997;
1098;220;;127;;17;;962;
1099;225;;136;;13;;1003;
1100;210;;115;;10;;971;
1101;221;;114;;12;;1005;
1102;222;;114;;11;;941;
1103;217;;130;;10;;1015;
1104;200;;136;;14;;1027;
1105;212;;129;;17;;955;
1106;210;;127;;9;;946;
1107;197;;121;;10;;980;
1108;198;;110;;11;;956;
1109;203;;116;;13;;948;
1110;206;;106;;8;;955;
1111;191;;114;;8;;926;
1112;205;;126;;14;;958;
1113;211;;126;;12;;956;
1114;194;;120;;14;;936;
1115;198;;124;;10;;962;
1116;207;;134;;9;;962;
1117;217;;133;;9;;1040;
1118;199;;115;;13;;988;
1119;194;;137;;8;;974;
1120;226;;129;;14;;1005;
1121;216;;132;;9;;988;
1122;212;;131;;11;;974;
1123;225;;126;;11;;986;
1124;195;;125;;10;;955;
1125;211;;116;;11;;962;
1126;211;;121;;11;;962;
1127;217;;129;;10;;964;
1128;203;;123;;14;;983;
1129;194;;120;;14;;914;
1130;202;;116;;10;;926;
1131;200;;130;;8;;944;
1132;210;;130;;11;;990;
1133;218;;117;;10;;946;
1134;197;;113;;9;;927;
1135;198;;118;;10;;944;
1136;209;;121;;12;;977;
1137;193;;124;;18;;879;
1138;182;;120;;13;;949;
1139;184;;108;;11;;945;
1140;199;;134;;7;;979;
1141;203;;122;;6;;924;
1142;188;;126;;7;;947;
1143;185;;125;;11;;913;
1144;210;;122;;10;;919;
1145;203;;117;;12;;978;
1146;233;;119;;10;;966;
1147;276;;122;;12;;1057;
1148;326;;121;;11;;1139;
1149;425;;114;;18;;1336;
1150;477;;114;;22;;1627;
1151;485;;135;;21;;1921;
1152;450;;152;;20;;2046;
1153;406;;145;;19;;2137;
1154;355;;133;;16;;2021;
1155;297;;131;;27;;1794;
1156;223;;139;;31;;1471;
1157;227;;152;;20;;1221;
1158;207;;125;;7;;1082;
1159;206;;117;;11;;985;
1160;191;;116;;17;;899;
1161;184;;123;;10;;880;
1162;185;;129;;8;;849;
1163;174;;110;;15;;838;
1164;198;;136;;11;;844;
1165;191;;146;;9;;874;
1166;188;;122;;9;;840;
1167;199;;130;;10;;831;
1168;207;;143;;10;;872;
1169;191;;134;;9;;858;
1170;175;;108;;12;;877;
1171;185;;107;;10;;857;
1172;188;;126;;10;;848;
1173;181;;126;;12;;836;
1174;185;;127;;11;;844;
1175;198;;125;;16;;872;
1176;178;;130;;13;;854;
1177;180;;107;;10;;841;
1178;171;;119;;7;;867;
1179;207;;118;;8;;890;
1180;181;;119;;6;;853;
1181;173;;123;;13;;813;
1182;178;;136;;16;;837;
1183;167;;114;;11;;888;
1184;182;;113;;9;;843;
1185;229;;123;;10;;884;
1186;263;;101;;15;;915;
1187;403;;115;;11;;1050;
1188;574;;125;;7;;1306;
1189;821;;123;;11;;1780;
1190;1103;;125;;18;;2559;
1191;1355;;153;;24;;3596;
1192;1496;;160;;36;;4627;
1193;1420;;156;;41;;5189;
1194;1119;;162;;52;;5305;
1195;822;;166;;55;;4816;
1196;564;;167;;69;;3777;
1197;380;;157;;57;;2703;
1198;245;;153;;37;;1869;
1199;199;;147;;24;;1289;
1200;172;;141;;27;;975;
1201;165;;151;;23;;850;
1202;160;;165;;12;;784;
1203;176;;145;;7;;739;
1204;147;;117;;7;;780;
1205;165;;132;;10;;754;
1206;159;;127;;9;;710;
1207;144;;133;;8;;739;
1208;145;;122;;8;;747;
1209;167;;119;;5;;762;
1210;165;;120;;9;;745;
1211;143;;127;;10;;708;
1212;163;;122;;10;;734;
1213;149;;115;;8;;726;
1214;150;;121;;6;;687;
1215;160;;123;;8;;698;
1216;160;;123;;7;;681;
1217;147;;133;;7;;703;
1218;143;;122;;5;;709;
1219;134;;105;;9;;785;
1220;149;;115;;14;;772;
1221;147;;135;;12;;755;
1222;155;;123;;7;;749;
1223;157;;133;;9;;693;
1224;159;;115;;13;;707;
1225;160;;125;;9;;728;
1226;166;;117;;10;;725;
1227;154;;131;;15;;716;
1228;148;;115;;9;;677;
1229;157;;129;;4;;660;
1230;160;;140;;9;;700;
1231;162;;125;;9;;729;
1232;165;;117;;9;;739;
1233;171;;116;;8;;732;
1234;151;;118;;11;;711;
1235;133;;129;;10;;713;
1236;132;;139;;5;;715;
1237;161;;130;;5;;677;
1238;155;;122;;14;;709;
1239;150;;114;;6;;716;
1240;161;;114;;11;;730;
1241;146;;137;;5;;703;
1242;176;;112;;5;;719;
1243;130;;126;;6;;655;
1244;152;;124;;11;;694;
1245;153;;129;;10;;703;
1246;173;;126;;11;;686;
1247;145;;132;;9;;705;
1248;152;;123;;9;;673;
1249;164;;126;;12;;691;
1250;157;;118;;9;;678;
1251;153;;122;;10;;686;
1252;148;;122;;8;;699;
1253;141;;116;;6;;693;
1254;154;;123;;6;;695;
1255;149;;123;;8;;707;
1256;143;;133;;10;;662;
1257;138;;129;;7;;675;
1258;140;;138;;4;;721;
1259;145;;116;;13;;711;
1260;141;;111;;7;;695;
1261;144;;120;;12;;712;
1262;142;;132;;12;;712;
1263;154;;140;;12;;668;
1264;170;;117;;12;;688;
1265;126;;123;;9;;668;
1266;145;;149;;8;;680;
1267;151;;124;;14;;660;
1268;139;;126;;10;;683;
1269;155;;128;;11;;710;
1270;167;;125;;14;;728;
1271;176;;127;;10;;739;
1272;184;;134;;9;;806;
1273;179;;148;;7;;872;
1274;191;;146;;6;;881;
1275;209;;125;;11;;876;
1276;197;;125;;12;;900;
1277;198;;146;;12;;921;
1278;199;;145;;15;;891;
1279;212;;151;;8;;848;
1280;200;;128;;9;;888;
1281;176;;132;;10;;863;
1282;161;;123;;11;;883;
1283;189;;131;;13;;763;
1284;171;;123;;11;;778;
1285;147;;124;;13;;714;
1286;134;;135;;6;;695;
1287;142;;117;;5;;675;
1288;146;;127;;7;;639;
1289;136;;127;;6;;641;
1290;146;;118;;9;;654;
1291;159;;126;;9;;679;
1292;135;;122;;7;;671;
1293;133;;131;;8;;667;
1294;141;;143;;8;;664;
1295;148;;149;;6;;639;
1296;143;;123;;7;;627;
1297;140;;126;;8;;676;
1298;136;;138;;5;;680;
1299;146;;123;;6;;681;
1300;141;;118;;6;;671;
1301;132;;131;;11;;692;
1302;148;;134;;8;;684;
1303;139;;133;;11;;640;
1304;144;;111;;3;;685;
1305;126;;127;;4;;645;
1306;145;;143;;2;;646;
1307;144;;124;;7;;636;
1308;142;;148;;5;;669;
1309;130;;131;;8;;634;
1310;124;;132;;8;;644;
1311;135;;132;;8;;665;
1312;136;;129;;9;;645;
1313;138;;126;;5;;662;
1314;127;;119;;3;;664;
1315;126;;131;;5;;645;
1316;128;;126;;6;;645;
1317;140;;120;;5;;651;
1318;135;;133;;8;;625;
1319;132;;129;;7;;642;
1320;147;;101;;7;;655;
1321;137;;122;;7;;640;
1322;136;;127;;6;;653;
1323;123;;125;;5;;633;
1324;141;;124;;3;;615;
1325;148;;118;;9;;681;
1326;138;;131;;5;;637;
1327;130;;130;;7;;613;
1328;146;;133;;3;;644;
1329;140;;132;;7;;655;
1330;132;;136;;9;;654;
1331;140;;132;;7;;653;
1332;144;;135;;10;;658;
1333;140;;128;;9;;607;
1334;140;;124;;4;;619;
1335;134;;125;;9;;655;
1336;144;;131;;10;;661;
1337;148;;122;;7;;683;
1338;147;;124;;10;;660;
1339;162;;139;;9;;699;
1340;156;;138;;9;;739;
1341;157;;149;;9;;689;
1342;138;;128;;8;;688;
1343;152;;122;;12;;656;
1344;142;;126;;6;;651;
1345;136;;143;;9;;666;
1346;137;;135;;8;;654;
1347;138;;134;;7;;637;
1348;138;;128;;10;;629;
1349;128;;136;;6;;658;
1350;130;;139;;5;;666;
1351;138;;128;;13;;652;
1352;121;;145;;11;;610;
1353;130;;144;;11;;585;
1354;130;;145;;7;;605;
1355;128;;136;;9;;625;
1356;127;;126;;6;;637;
1357;132;;139;;5;;638;
1358;125;;142;;6;;611;
1359;110;;137;;7;;622;
1360;126;;125;;5;;608;
1361;121;;120;;4;;600;
1362;124;;108;;6;;623;
1363;153;;116;;10;;621;
1364;134;;137;;8;;612;
1365;150;;150;;6;;624;
1366;146;;128;;6;;649;
1367;138;;119;;8;;624;
1368;147;;129;;7;;692;
1369;135;;125;;8;;637;
1370;131;;134;;6;;596;
1371;160;;135;;7;;643;
1372;157;;134;;9;;681;
1373;161;;139;;6;;717;
1374;175;;134;;5;;772;
1375;199;;144;;10;;802;
1376;188;;154;;12;;857;
1377;176;;132;;11;;903;
1378;165;;134;;8;;871;
1379;151;;133;;8;;826;
1380;136;;127;;8;;715;
1381;133;;126;;11;;649;
1382;133;;147;;7;;624;
1383;133;;141;;11;;607;
1384;124;;136;;6;;581;
1385;134;;144;;4;;594;
1386;120;;152;;6;;582;
1387;120;;157;;7;;575;
1388;119;;153;;4;;561;
1389;135;;144;;4;;578;
1390;120;;133;;8;;614;
1391;147;;139;;6;;602;
1392;135;;145;;8;;588;
1393;127;;129;;9;;583;
1394;119;;120;;9;;585;
1395;123;;131;;8;;581;
1396;131;;143;;7;;583;
1397;138;;148;;4;;595;
1398;134;;147;;6;;625;
1399;136;;141;;10;;605;
1400;142;;128;;7;;615;
1401;133;;120;;5;;629;
1402;144;;139;;2;;590;
1403;126;;138;;9;;606;
1404;133;;120;;10;;589;
1405;123;;137;;13;;614;
1406;103;;142;;8;;574;
1407;121;;144;;5;;645;
1408;139;;143;;10;;585;
1409;127;;130;;11;;600;
1410;153;;138;;2;;562;
1411;118;;143;;3;;535;
1412;117;;140;;6;;564;
1413;130;;130;;7;;599;
1414;136;;157;;7;;573;
1415;132;;153;;11;;553;
1416;139;;144;;9;;585;
1417;136;;145;;8;;608;
1418;128;;146;;6;;622;
1419;135;;139;;3;;594;
1420;130;;129;;7;;581;
1421;124;;139;;9;;578;
1422;119;;142;;6;;626;
1423;120;;145;;7;;615;
1424;129;;136;;8;;583;
1425;133;;137;;9;;560;
1426;134;;151;;3;;528;
1427;114;;154;;4;;578;
1428;102;;147;;7;;572;
1429;120;;144;;6;;568;
1430;127;;126;;4;;552;
1431;117;;149;;6;;568;
1432;125;;131;;6;;617;
1433;136;;136;;9;;592;
1434;134;;146;;13;;617;
1435;150;;149;;9;;646;
1436;179;;135;;7;;698;
1437;216;;119;;8;;755;
1438;236;;134;;8;;863;
1439;254;;147;;6;;910;
1440;228;;135;;9;;1006;
1441;215;;136;;11;;1034;
1442;205;;148;;9;;1021;
1443;178;;137;;10;;933;
1444;163;;139;;10;;827;
1445;136;;142;;10;;724;
1446;121;;144;;8;;651;
1447;122;;135;;9;;654;
1448;138;;160;;4;;588;
1449;126;;140;;9;;580;
1450;136;;148;;8;;561;
1451;118;;152;;6;;559;
1452;110;;134;;9;;541;
1453;127;;131;;5;;580;
1454;115;;129;;4;;549;
1455;111;;146;;3;;544;
1456;118;;144;;2;;541;
1457;119;;141;;5;;524;
1458;126;;149;;6;;546;
1459;121;;141;;8;;546;
1460;116;;148;;9;;547;
1461;122;;138;;6;;568;
1462;118;;123;;5;;558;
1463;128;;140;;4;;582;
1464;138;;139;;8;;609;
1465;141;;163;;7;;578;
1466;154;;164;;7;;633;
1467;162;;148;;5;;672;
1468;169;;153;;9;;683;
1469;142;;168;;6;;669;
1470;122;;128;;5;;652;
1471;116;;144;;11;;617;
1472;112;;146;;11;;560;
1473;140;;146;;7;;570;
1474;125;;151;;7;;547;
1475;105;;153;;5;;516;
1476;111;;163;;7;;523;
1477;125;;153;;6;;536;
1478;133;;149;;7;;532;
1479;133;;141;;8;;582;
1480;137;;141;;10;;606;
1481;156;;143;;8;;624;
1482;137;;148;;4;;685;
1483;134;;156;;4;;663;
1484;139;;148;;5;;643;
1485;126;;138;;6;;589;
1486;123;;158;;10;;568;
1487;115;;140;;7;;550;
1488;107;;138;;5;;516;
1489;95;;141;;7;;517;
1490;99;;153;;6;;505;
1491;113;;146;;7;;496;
1492;120;;154;;5;;493;
1493;127;;141;;3;;511;
1494;125;;162;;8;;559;
1495;126;;154;;8;;542;
1496;148;;144;;7;;538;
1497;154;;157;;10;;566;
1498;140;;163;;9;;576;
1499;144;;165;;6;;597;
1500;122;;166;;6;;601;
1501;121;;165;;5;;596;
1502;121;;158;;7;;589;
1503;113;;134;;9;;589;
1504;105;;142;;8;;547;
1505;111;;155;;11;;526;
1506;110;;152;;4;;548;
1507;120;;152;;7;;518;
1508;94;;142;;7;;497;
1509;109;;158;;3;;488;
1510;112;;142;;8;;504;
1511;108;;163;;7;;523;
1512;104;;160;;5;;485;
1513;119;;156;;5;;510;
1514;106;;135;;8;;503;
1515;108;;134;;4;;500;
1516;111;;154;;7;;491;
1517;114;;161;;5;;490;
1518;108;;161;;7;;501;
1519;110;;179;;6;;516;
1520;115;;171;;7;;532;
1521;122;;162;;6;;517;
1522;125;;153;;6;;492;
1523;113;;152;;5;;519;
1524;107;;176;;8;;532;
1525;102;;176;;4;;502;
1526;109;;162;;5;;507;
1527;116;;163;;7;;495;
1528;114;;167;;6;;522;
1529;122;;156;;6;;509;
1530;104;;154;;3;;518;
1531;108;;138;;5;;496;
1532;110;;157;;8;;514;
1533;104;;164;;2;;519;
1534;112;;164;;7;;528;
1535;123;;173;;9;;502;
1536;110;;166;;2;;492;
1537;105;;158;;5;;521;
1538;119;;152;;8;;543;
1539;122;;156;;7;;553;
1540;107;;163;;4;;536;
1541;112;;158;;5;;540;
1542;125;;152;;6;;546;
1543;121;;164;;7;;560;
1544;115;;146;;8;;521;
1545;137;;146;;10;;605;
1546;120;;157;;7;;581;
1547;146;;144;;4;;563;
1548;131;;159;;12;;550;
1549;125;;160;;6;;570;
1550;134;;151;;4;;581;
1551;127;;170;;1;;638;
1552;120;;186;;8;;563;
1553;120;;169;;11;;560;
1554;116;;163;;3;;577;
1555;127;;158;;3;;566;
1556;102;;169;;8;;529;
1557;110;;166;;6;;510;
1558;107;;156;;3;;509;
1559;94;;170;;4;;502;
1560;104;;167;;4;;488;
1561;105;;165;;5;;480;
1562;104;;162;;5;;507;
1563;93;;168;;4;;505;
1564;101;;167;;7;;478;
1565;116;;163;;9;;479;
1566;96;;172;;7;;507;
1567;111;;180;;5;;501;
1568;109;;168;;6;;488;
1569;102;;164;;5;;497;
1570;104;;167;;11;;478;
1571;90;;179;;3;;445;
1572;98;;169;;8;;494;
1573;97;;172;;8;;506;
1574;102;;174;;2;;509;
1575;97;;172;;4;;443;
1576;93;;161;;4;;488;
1577;97;;159;;7;;497;
1578;109;;169;;11;;478;
1579;119;;178;;7;;482;
1580;127;;171;;4;;506;
1581;142;;168;;4;;522;
1582;155;;185;;8;;600;
1583;154;;166;;8;;628;
1584;133;;157;;7;;639;
1585;128;;180;;10;;638;
1586;124;;173;;5;;648;
1587;104;;179;;8;;579;
1588;118;;177;;5;;515;
1589;113;;185;;4;;549;
1590;105;;188;;9;;503;
1591;94;;171;;6;;486;
1592;124;;160;;3;;457;
1593;106;;173;;8;;504;
1594;117;;179;;5;;509;
1595;118;;165;;10;;481;
1596;97;;159;;6;;509;
1597;106;;186;;8;;499;
1598;106;;183;;5;;472;
1599;107;;170;;6;;470;
1600;103;;174;;6;;479;
1601;94;;190;;7;;471;
1602;100;;176;;6;;484;
1603;103;;180;;4;;486;
1604;102;;166;;5;;466;
1605;99;;156;;4;;469;
1606;103;;159;;9;;491;
1607;96;;180;;11;;476;
1608;93;;181;;8;;483;
1609;100;;168;;3;;493;
1610;100;;185;;4;;484;
1611;85;;182;;5;;485;
1612;85;;191;;7;;460;
1613;108;;201;;3;;480;
1614;105;;183;;4;;478;
1615;116;;182;;7;;466;
1616;109;;170;;8;;495;
1617;113;;172;;7;;482;
1618;118;;189;;8;;483;
1619;109;;175;;8;;498;
1620;106;;163;;8;;484;
1621;105;;175;;6;;466;
1622;93;;185;;4;;467;
1623;95;;176;;5;;461;
1624;98;;174;;7;;482;
1625;92;;184;;6;;494;
1626;105;;170;;5;;492;
1627;99;;177;;4;;473;
1628;98;;177;;7;;487;
1629;109;;168;;7;;476;
1630;104;;173;;6;;472;
1631;102;;198;;8;;459;
1632;100;;155;;1;;473;
1633;122;;185;;3;;500;
1634;102;;172;;2;;454;
1635;100;;191;;0;;497;
1636;103;;192;;3;;457;
1637;104;;196;;3;;491;
1638;112;;194;;7;;484;
1639;102;;173;;5;;503;
1640;103;;182;;3;;473;
1641;101;;178;;4;;457;
1642;103;;174;;6;;486;
1643;93;;179;;6;;485;
1644;98;;174;;8;;483;
1645;113;;176;;5;;484;
1646;95;;178;;3;;511;
1647;115;;189;;6;;507;
1648;110;;192;;7;;505;
1649;112;;202;;5;;489;
1650;109;;207;;7;;506;
1651;109;;177;;10;;479;
1652;112;;182;;6;;535;
1653;117;;187;;5;;506;
1654;114;;198;;8;;494;
1655;107;;188;;5;;466;
1656;127;;191;;7;;522;
1657;136;;189;;10;;514;
1658;174;;198;;6;;593;
1659;220;;213;;6;;730;
1660;242;;199;;5;;857;
1661;270;;186;;5;;1078;
1662;288;;197;;7;;1250;
1663;264;;223;;10;;1353;
1664;250;;206;;11;;1324;
1665;214;;218;;15;;1156;
1666;171;;207;;20;;974;
1667;143;;205;;16;;798;
1668;113;;186;;12;;645;
1669;107;;202;;8;;509;
1670;98;;211;;6;;497;
1671;101;;211;;9;;445;
1672;121;;196;;10;;448;
1673;95;;193;;4;;471;
1674;92;;203;;5;;436;
1675;102;;216;;7;;427;
1676;113;;212;;8;;442;
1677;96;;190;;5;;442;
1678;94;;183;;4;;434;
1679;91;;193;;3;;427;
1680;95;;188;;4;;436;
1681;97;;195;;6;;430;
1682;105;;202;;6;;457;
1683;97;;208;;4;;456;
1684;93;;210;;6;;451;
1685;95;;212;;8;;446;
1686;92;;217;;6;;472;
1687;98;;198;;3;;439;
1688;98;;202;;2;;459;
1689;98;;198;;3;;455;
1690;100;;200;;2;;433;
1691;87;;206;;7;;456;
1692;117;;240;;7;;442;
1693;108;;195;;2;;434;
1694;144;;211;;4;;482;
1695;156;;227;;6;;546;
1696;167;;204;;5;;596;
1697;176;;225;;3;;611;
1698;164;;194;;4;;665;
1699;155;;189;;8;;715;
1700;156;;204;;6;;691;
1701;130;;204;;5;;663;
1702;107;;217;;5;;577;
1703;107;;227;;8;;515;
1704;101;;224;;6;;484;
1705;91;;233;;4;;470;
1706;90;;227;;3;;457;
1707;87;;218;;5;;434;
1708;86;;209;;6;;413;
1709;95;;207;;5;;407;
1710;94;;221;;2;;382;
1711;101;;223;;1;;436;
1712;90;;229;;5;;490;
1713;80;;224;;2;;408;
1714;81;;218;;6;;440;
1715;89;;223;;5;;433;
1716;83;;232;;7;;443;
1717;99;;212;;5;;420;
1718;87;;238;;3;;459;
1719;110;;243;;4;;459;
1720;102;;221;;4;;448;
1721;91;;218;;6;;454;
1722;101;;237;;5;;456;
1723;100;;218;;4;;455;
1724;98;;212;;4;;458;
1725;90;;229;;7;;439;
1726;95;;221;;9;;446;
1727;94;;231;;5;;472;
1728;103;;223;;4;;436;
1729;90;;252;;7;;461;
1730;94;;235;;7;;409;
1731;100;;224;;2;;426;
1732;98;;241;;3;;455;
1733;91;;226;;3;;443;
1734;117;;229;;3;;425;
1735;108;;231;;5;;395;
1736;93;;227;;7;;421;
1737;98;;235;;3;;450;
1738;87;;236;;2;;443;
1739;96;;229;;4;;442;
1740;101;;217;;5;;433;
1741;91;;214;;6;;449;
1742;96;;216;;5;;485;
1743;115;;230;;5;;533;
1744;134;;225;;5;;586;
1745;135;;225;;7;;584;
1746;134;;195;;6;;594;
1747;148;;202;;9;;647;
1748;164;;213;;4;;645;
1749;157;;198;;5;;706;
1750;179;;202;;12;;750;
1751;198;;177;;11;;822;
1752;225;;202;;5;;972;
1753;172;;200;;13;;984;
1754;163;;183;;16;;936;
1755;141;;197;;12;;812;
1756;117;;172;;12;;760;
1757;96;;181;;10;;671;
1758;86;;174;;7;;525;
1759;96;;184;;6;;476;
1760;92;;179;;6;;433;
1761;82;;171;;5;;413;
1762;86;;170;;4;;411;
1763;84;;172;;6;;410;
1764;91;;177;;5;;414;
1765;95;;170;;4;;411;
1766;76;;181;;5;;432;
1767;69;;169;;5;;424;
1768;75;;159;;3;;434;
1769;84;;175;;3;;445;
1770;97;;176;;6;;430;
1771;99;;167;;7;;391;
1772;91;;189;;4;;404;
1773;77;;155;;4;;452;
1774;90;;181;;9;;408;
1775;88;;141;;4;;397;
1776;64;;181;;7;;413;
1777;89;;166;;3;;439;
1778;79;;150;;5;;446;
1779;84;;172;;6;;441;
1780;90;;184;;6;;414;
1781;88;;177;;3;;397;
1782;91;;162;;7;;405;
1783;90;;161;;7;;447;
1784;98;;168;;6;;439;
1785;83;;169;;4;;443;
1786;69;;172;;5;;428;
1787;82;;165;;6;;398;
1788;96;;162;;8;;417;
1789;98;;156;;6;;416;
1790;88;;157;;7;;392;
1791;103;;184;;3;;412;
1792;104;;180;;5;;383;
1793;96;;184;;2;;410;
1794;96;;166;;6;;438;
1795;94;;149;;4;;415;
1796;106;;142;;11;;442;
1797;95;;160;;7;;406;
1798;85;;160;;5;;433;
1799;93;;161;;7;;437;
1800;98;;167;;5;;436;
1801;104;;165;;5;;432;
1802;102;;151;;6;;442;
1803;101;;167;;3;;454;
1804;91;;174;;4;;497;
1805;96;;149;;5;;495;
1806;87;;159;;7;;460;
1807;86;;173;;6;;448;
1808;87;;169;;8;;421;
1809;80;;158;;8;;394;
1810;84;;156;;8;;428;
1811;89;;176;;2;;403;
1812;85;;148;;4;;375;
1813;80;;153;;6;;426;
1814;88;;153;;4;;404;
1815;90;;150;;3;;424;
1816;105;;175;;10;;414;
1817;95;;163;;1;;382;
1818;92;;161;;3;;372;
1819;86;;143;;5;;415;
1820;94;;162;;6;;426;
1821;93;;165;;2;;412;
1822;102;;162;;5;;441;
1823;102;;181;;7;;449;
1824;92;;168;;5;;418;
1825;84;;152;;3;;400;
1826;95;;160;;6;;394;
1827;97;;169;;4;;390;
1828;82;;154;;4;;377;
1829;84;;168;;6;;394;
1830;95;;170;;5;;400;
1831;91;;153;;6;;399;
1832;79;;141;;2;;377;
1833;71;;153;;5;;415;
1834;82;;141;;4;;430;
1835;88;;153;;6;;414;
1836;88;;168;;5;;393;
1837;90;;166;;8;;397;
1838;81;;158;;5;;395;
1839;89;;142;;6;;430;
1840;99;;141;;2;;426;
1841;101;;160;;4;;405;
1842;85;;159;;5;;367;
1843;81;;147;;4;;370;
1844;89;;149;;3;;398;
1845;90;;164;;4;;404;
1846;88;;155;;3;;399;
1847;88;;146;;6;;398;
1848;81;;146;;5;;412;
1849;85;;155;;4;;410;
1850;85;;151;;3;;410;
1851;90;;146;;3;;404;
1852;71;;141;;2;;446;
1853;80;;165;;2;;428;
1854;88;;153;;5;;413;
1855;100;;133;;6;;432;
1856;102;;145;;6;;384;
1857;97;;145;;2;;371;
1858;110;;140;;2;;416;
1859;82;;143;;4;;404;
1860;92;;148;;6;;389;
1861;97;;150;;8;;423;
